,0
KBA05_ALTER1,1.9773058878611327
KBA05_ALTER2,3.1578270378775835
KBA05_ALTER3,3.0261869237029133
KBA05_ALTER4,2.687253455914709
KBA05_ANHANG,1.231713015262077
KBA05_ANTG1,1.9310218013958353
KBA05_ANTG2,1.5243527258358394
KBA05_ANTG3,0.43066083587573134
KBA05_ANTG4,0.10754510434736186
KBA05_AUTOQUOT,3.445865169898756
KBA05_CCM1,2.8526585917120517
KBA05_CCM2,2.9095793785556894
KBA05_CCM3,3.2431064786002333
KBA05_CCM4,1.2873792890712386
KBA05_DIESEL,2.292588789583096
KBA05_FRAU,3.040296355627343
KBA05_GBZ,3.6079873161866263
KBA05_HERST1,2.426103257238519
KBA05_HERST2,3.1811200967816453
KBA05_HERST3,2.944086275856024
KBA05_HERST4,2.7446777609289303
KBA05_HERST5,2.6573240839043084
KBA05_HERSTTEMP,2.528015435153001
KBA05_KRSAQUOT,3.036481224323174
KBA05_KRSHERST1,2.9221275389144683
KBA05_KRSHERST2,3.0068462309376858
KBA05_KRSHERST3,3.0247211805377745
KBA05_KRSKLEIN,2.00213612674373
KBA05_KRSOBER,1.9651755658186205
KBA05_KRSVAN,1.9821008508303264
KBA05_KRSZUL,1.9638173051696013
KBA05_KW1,2.8781785603778025
KBA05_KW2,3.089786131575024
KBA05_KW3,1.4755211089507627
KBA05_MAXAH,3.1990783936221354
KBA05_MAXBJ,2.3460979064806473
KBA05_MAXSEG,2.125591967857913
KBA05_MAXVORB,2.1285608635110993
KBA05_MOD1,1.3938163303862292
KBA05_MOD2,3.000018534877077
KBA05_MOD3,2.951898346668926
KBA05_MOD4,2.835879166969133
KBA05_MOD8,1.4434769660817535
KBA05_MODTEMP,2.879892584825177
KBA05_MOTOR,2.6457974290288035
KBA05_MOTRAD,1.2581853863274954
KBA05_SEG1,1.1466314252935106
KBA05_SEG10,2.1266121264036606
KBA05_SEG2,2.9651474601132435
KBA05_SEG3,2.839408000633401
KBA05_SEG4,2.9920550824231045
KBA05_SEG5,1.5373975070559371
KBA05_SEG6,0.12418259178561511
KBA05_SEG7,0.9751523673846416
KBA05_SEG8,0.8393675988047059
KBA05_SEG9,1.2401113993036703
KBA05_VORB0,2.793248032891511
KBA05_VORB1,3.075943336537327
KBA05_VORB2,2.799144147335629
KBA05_ZUL1,2.931196494270389
KBA05_ZUL2,2.9968721686896553
KBA05_ZUL3,2.7662894139222867
KBA05_ZUL4,2.2162094736739197
KBA13_ALTERHALTER_30,2.649409038644303
KBA13_ALTERHALTER_45,2.992853571746871
KBA13_ALTERHALTER_60,3.252891162132818
KBA13_ALTERHALTER_61,3.0670698616464422
KBA13_ANTG1,2.6947266681126645
KBA13_ANTG2,2.5928339422345825
KBA13_ANTG3,1.0536231159748608
KBA13_ANTG4,0.26529928242999545
KBA13_ANZAHL_PKW,744.8721951654097
KBA13_AUDI,3.1984590940483884
KBA13_AUTOQUOTE,3.2996682062741285
KBA13_BAUMAX,1.125678439037507
KBA13_BJ_1999,2.868079033744469
KBA13_BJ_2000,2.8077993004369057
KBA13_BJ_2004,3.077308703726366
KBA13_BJ_2006,3.118924850154658
KBA13_BJ_2008,2.6117355182469564
KBA13_BJ_2009,2.6094446544265444
KBA13_BMW,3.210313221281714
KBA13_CCM_0_1400,2.1000204467601
KBA13_CCM_1000,2.270475094144882
KBA13_CCM_1200,2.1873710705370186
KBA13_CCM_1400,2.8931343773115366
KBA13_CCM_1401_2500,3.034747976022021
KBA13_CCM_1500,2.698666109991434
KBA13_CCM_1600,2.9649690084305154
KBA13_CCM_1800,2.423503857530979
KBA13_CCM_2000,3.287840352884909
KBA13_CCM_2500,2.6733291856137242
KBA13_CCM_2501,2.707655864386638
KBA13_CCM_3000,2.7623922473460434
KBA13_CCM_3001,2.9163206405559086
KBA13_FAB_ASIEN,2.795333975935962
KBA13_FAB_SONSTIGE,2.6498226018163544
KBA13_FIAT,3.2331077127217456
KBA13_FORD,3.035421313916623
KBA13_GBZ,4.060574222234493
KBA13_HALTER_20,3.102943393149389
KBA13_HALTER_25,2.773745455290716
KBA13_HALTER_30,2.6285464547059694
KBA13_HALTER_35,2.737663827221887
KBA13_HALTER_40,2.989714751788598
KBA13_HALTER_45,3.269139423187542
KBA13_HALTER_50,3.2560293580500757
KBA13_HALTER_55,3.280073402770299
KBA13_HALTER_60,3.177062673819838
KBA13_HALTER_65,3.226826218834715
KBA13_HALTER_66,3.013590094200972
KBA13_HERST_ASIEN,2.756371658172133
KBA13_HERST_AUDI_VW,3.226876013398054
KBA13_HERST_BMW_BENZ,3.283724416013643
KBA13_HERST_EUROPA,3.0009053551998046
KBA13_HERST_FORD_OPEL,3.0418145710218822
KBA13_HERST_SONST,2.6498226018163544
KBA13_HHZ,3.641541155429335
KBA13_KMH_0_140,2.1936285887613036
KBA13_KMH_110,1.319446603774536
KBA13_KMH_140,2.7573078203977324
KBA13_KMH_140_210,2.801126835027041
KBA13_KMH_180,2.81310578741514
KBA13_KMH_210,3.1627856137109145
KBA13_KMH_211,2.6052731072024713
KBA13_KMH_250,2.6061308627042066
KBA13_KMH_251,1.3206501174848457
KBA13_KRSAQUOT,3.0951112535936582
KBA13_KRSHERST_AUDI_VW,3.028390273064366
KBA13_KRSHERST_BMW_BENZ,3.1870205094638675
KBA13_KRSHERST_FORD_OPEL,2.9878842557922494
KBA13_KRSSEG_KLEIN,1.9844724919550154
KBA13_KRSSEG_OBER,2.0643166876772447
KBA13_KRSSEG_VAN,2.0708201154891697
KBA13_KRSZUL_NEU,1.9601981298032058
KBA13_KW_0_60,2.8073490363803217
KBA13_KW_110,2.6215570047703323
KBA13_KW_120,2.499026365587409
KBA13_KW_121,2.624454314206002
KBA13_KW_30,1.3988531178637942
KBA13_KW_40,2.2364834449276834
KBA13_KW_50,2.205588888635913
KBA13_KW_60,2.1737667696167557
KBA13_KW_61_120,3.154962365448934
KBA13_KW_70,2.316815919130471
KBA13_KW_80,2.3293255581001984
KBA13_KW_90,2.449891490904397
KBA13_MAZDA,2.913639515532998
KBA13_MERCEDES,3.2991817548478277
KBA13_MOTOR,2.9133964260450216
KBA13_NISSAN,2.8418902432369144
KBA13_OPEL,3.0467263249190872
KBA13_PEUGEOT,3.0355512867949326
KBA13_RENAULT,2.8632671437097903
KBA13_SEG_GELAENDEWAGEN,3.25639488236971
KBA13_SEG_GROSSRAUMVANS,3.5293741695258225
KBA13_SEG_KLEINST,2.8643448341589433
KBA13_SEG_KLEINWAGEN,2.7808406787621043
KBA13_SEG_KOMPAKTKLASSE,2.645258120346458
KBA13_SEG_MINIVANS,3.3371654373275987
KBA13_SEG_MINIWAGEN,3.180831930896692
KBA13_SEG_MITTELKLASSE,2.930722293162358
KBA13_SEG_OBEREMITTELKLASSE,3.2666960366188897
KBA13_SEG_OBERKLASSE,2.5147495604874246
KBA13_SEG_SONSTIGE,2.864223193081863
KBA13_SEG_SPORTWAGEN,2.679095366579233
KBA13_SEG_UTILITIES,3.263438997669533
KBA13_SEG_VAN,3.473440681843556
KBA13_SEG_WOHNMOBILE,2.8134484333419385
KBA13_SITZE_4,3.2967889090777467
KBA13_SITZE_5,2.6048731454782432
KBA13_SITZE_6,3.5488341057214563
KBA13_TOYOTA,2.953931244237398
KBA13_VORB_0,3.2141550535134344
KBA13_VORB_1,3.0776924110093162
KBA13_VORB_1_2,2.9469752563532836
KBA13_VORB_2,2.9490317803446318
KBA13_VORB_3,2.1760170810308943
KBA13_VW,3.2105523293696807
KKK,2.6813595283930898
KOMBIALTER,1.8301295800900896
KONSUMNAEHE,3.4709741256701236
KONSUMZELLE,0.13879509893935804
MIN_GEBAEUDEJAHR,1992.6934884518594
MOBI_RASTER,2.735489028903308
MOBI_REGIO,3.437783217642438
ONLINE_AFFINITAET,3.150503711883523
ORTSGR_KLS9,4.132241641218529
OST_WEST_KZ,0.04356298135098102
PLZ8_ANTG1,2.8308418293889925
PLZ8_ANTG2,2.5109757998241435
PLZ8_ANTG3,1.057772658248934
PLZ8_ANTG4,0.3063330269921822
PLZ8_BAUMAX,1.084656562624028
PLZ8_GBZ,4.017913435242394
PLZ8_HHZ,3.6883856375449726
PRAEGENDE_JUGENDJAHRE,13.147813076048566
REGIOTYP,4.202696995646163
RELAT_AB,2.5381681118927073
RT_KEIN_ANREIZ,4.481838314464622
RT_SCHNAEPPCHEN,3.9937854613478723
RT_UEBERGROESSE,3.9212729408406206
SEMIO_DOM,4.615202077353252
SEMIO_ERL,3.5188958102043086
SEMIO_FAM,4.817277453966871
SEMIO_KAEM,4.083351337025166
SEMIO_KRIT,4.3842436858833675
SEMIO_KULT,5.074303774032146
SEMIO_LUST,3.069367840051143
SEMIO_MAT,4.810360239439396
SEMIO_PFLICHT,5.7433832301756755
SEMIO_RAT,5.1066203864906115
SEMIO_REL,5.435061633949211
SEMIO_SOZ,4.319036559346809
SEMIO_TRADV,5.270582222087263
SEMIO_VERT,4.0283913831793425
SHOPPER_TYP,1.2848378094685684
SOHO_KZ,0.008610888280345064
STRUKTURTYP,2.332507077640179
UMFELD_ALT,3.5939142936070807
UMFELD_JUNG,3.776334441036932
UNGLEICHENN_FLAG,0.09168834248512564
VERDICHTUNGSRAUM,3.2856052643581166
VERS_TYP,1.4386944842639176
VHA,0.15446002163255212
VHN,2.294531454963793
VK_DHT4A,6.548950834477886
VK_DISTANZ,8.961219965779874
VK_ZG11,7.548411394753767
W_KEIT_KIND_HH,4.255313199741021
WOHNDAUER_2008,7.20765825667846
WOHNLAGE,4.398243952230454
ANREDE_KZ,1.55797695387763
ALTERSKATEGORIE_GROB,1.8316195405950821
EINGEFUEGT_AM_Year,1993.024516532526
EINGEFUEGT_AM_Month,3.0125187209165993
EINGEFUEGT_AM_Day,11.79658176870759
ARBEIT_1.0,0.12112470736950241
ARBEIT_2.0,0.2957005566880119
ARBEIT_3.0,0.3883301150931622
ARBEIT_4.0,0.17569490002311328
ARBEIT_5.0,0.009732259659523457
ARBEIT_9.0,0.0001145414376921494
D19_KONSUMTYP_1.0,0.08070150982243587
D19_KONSUMTYP_2.0,0.02908185515324891
D19_KONSUMTYP_3.0,0.02326938169996596
D19_KONSUMTYP_4.0,0.0893555242875955
D19_KONSUMTYP_5.0,0.027901147060048162
D19_KONSUMTYP_6.0,0.08114938597509806
D19_KONSUMTYP_9.0,0.3717618067631551
GFK_URLAUBERTYP_1.0,0.09961742124660664
GFK_URLAUBERTYP_2.0,0.05175570125152784
GFK_URLAUBERTYP_3.0,0.04652275653808939
GFK_URLAUBERTYP_4.0,0.026715055683792316
GFK_URLAUBERTYP_5.0,0.04966627899234355
GFK_URLAUBERTYP_6.0,0.016438517780510805
GFK_URLAUBERTYP_7.0,0.019546179453730623
GFK_URLAUBERTYP_8.0,0.07605850837241539
GFK_URLAUBERTYP_9.0,0.11438411673842247
GFK_URLAUBERTYP_10.0,0.1258441797931233
GFK_URLAUBERTYP_11.0,0.1145314660712352
GFK_URLAUBERTYP_12.0,0.2541813044771899
HEALTH_TYP_1.0,0.18492418880752626
HEALTH_TYP_2.0,0.34118279788324013
HEALTH_TYP_3.0,0.43801231153413617
KBA05_MAXHERST_1.0,0.08442854699376458
KBA05_MAXHERST_2.0,0.44995988256608105
KBA05_MAXHERST_3.0,0.2845629974423925
KBA05_MAXHERST_4.0,0.1229405009725949
KBA05_MAXHERST_5.0,0.05363623738951614
LP_FAMILIE_GROB_0.0,0.04195097923109991
LP_FAMILIE_GROB_1.0,0.6436383373231173
LP_FAMILIE_GROB_2.0,0.0801075557905542
LP_FAMILIE_GROB_3.0,0.06566137286945473
LP_FAMILIE_GROB_4.0,0.01610382748916079
LP_FAMILIE_GROB_5.0,0.14779941369560065
LP_STATUS_GROB_1.0,0.3648611807039212
LP_STATUS_GROB_2.0,0.42781129616314906
LP_STATUS_GROB_3.0,0.015354553779904752
LP_STATUS_GROB_4.0,0.13705342296420903
LP_STATUS_GROB_5.0,0.0501810327878047
LP_LEBENSPHASE_GROB_0.0,0.05282289604120674
LP_LEBENSPHASE_GROB_1.0,0.4837101135319702
LP_LEBENSPHASE_GROB_2.0,0.002000614308376475
LP_LEBENSPHASE_GROB_3.0,0.14861340954797148
LP_LEBENSPHASE_GROB_4.0,0.0632037713856007
LP_LEBENSPHASE_GROB_5.0,0.016811574376666895
LP_LEBENSPHASE_GROB_6.0,0.06566137286945473
LP_LEBENSPHASE_GROB_7.0,0.016883993850738847
LP_LEBENSPHASE_GROB_8.0,-0.0007801663615779122
LP_LEBENSPHASE_GROB_9.0,0.1362646912203051
LP_LEBENSPHASE_GROB_10.0,0.00021726529811556816
LP_LEBENSPHASE_GROB_11.0,0.017576481740364185
LP_LEBENSPHASE_GROB_12.0,-0.00772453141020478
NATIONALITAET_KZ_1.0,0.7803956073551758
NATIONALITAET_KZ_2.0,0.10842152020334833
NATIONALITAET_KZ_3.0,0.0783153455434813
RETOURTYP_BK_S_1.0,0.48689394090359606
RETOURTYP_BK_S_2.0,0.06720790209443453
RETOURTYP_BK_S_3.0,0.09369791079250363
RETOURTYP_BK_S_4.0,0.3123708143963613
RETOURTYP_BK_S_5.0,0.03509091821209259
ZABEOTYP_1,0.15306856988659995
ZABEOTYP_2,0.01703443443136218
ZABEOTYP_3,0.03267668789022882
ZABEOTYP_4,0.4307746875583572
ZABEOTYP_5,0.302245879790187
ZABEOTYP_6,0.06419974044326465
D19_LETZTER_KAUF_BRANCHE_D19_BANKEN_DIREKT,0.029461212548356975
D19_LETZTER_KAUF_BRANCHE_D19_BANKEN_GROSS,0.014463793886289338
D19_LETZTER_KAUF_BRANCHE_D19_BANKEN_LOKAL,0.0015558097662106765
D19_LETZTER_KAUF_BRANCHE_D19_BANKEN_REST,0.006435220903246192
D19_LETZTER_KAUF_BRANCHE_D19_BEKLEIDUNG_GEH,0.004820818192738823
D19_LETZTER_KAUF_BRANCHE_D19_BEKLEIDUNG_REST,0.023725673531277035
D19_LETZTER_KAUF_BRANCHE_D19_BILDUNG,0.0006111372372584509
D19_LETZTER_KAUF_BRANCHE_D19_BIO_OEKO,0.0006495984608702439
D19_LETZTER_KAUF_BRANCHE_D19_BUCH_CD,0.02200500492885206
D19_LETZTER_KAUF_BRANCHE_D19_DIGIT_SERV,0.004154386216027989
D19_LETZTER_KAUF_BRANCHE_D19_DROGERIEARTIKEL,0.02359800199451156
D19_LETZTER_KAUF_BRANCHE_D19_ENERGIE,0.007020478413612221
D19_LETZTER_KAUF_BRANCHE_D19_FREIZEIT,0.007469271231027044
D19_LETZTER_KAUF_BRANCHE_D19_GARTEN,0.000668070293214209
D19_LETZTER_KAUF_BRANCHE_D19_HANDWERK,0.0018819494373558047
D19_LETZTER_KAUF_BRANCHE_D19_HAUS_DEKO,0.011976393069919402
D19_LETZTER_KAUF_BRANCHE_D19_KINDERARTIKEL,0.00990336808330453
D19_LETZTER_KAUF_BRANCHE_D19_KOSMETIK,0.0009801404966292024
D19_LETZTER_KAUF_BRANCHE_D19_LEBENSMITTEL,0.0034337376242690202
D19_LETZTER_KAUF_BRANCHE_D19_LOTTO,0.0016724047529323065
D19_LETZTER_KAUF_BRANCHE_D19_NAHRUNGSERGAENZUNG,0.0019843731442723053
D19_LETZTER_KAUF_BRANCHE_D19_RATGEBER,0.00502024813117888
D19_LETZTER_KAUF_BRANCHE_D19_REISEN,0.0019937723444224424
D19_LETZTER_KAUF_BRANCHE_D19_SAMMELARTIKEL,0.0007218690468983324
D19_LETZTER_KAUF_BRANCHE_D19_SCHUHE,0.043820783787219736
D19_LETZTER_KAUF_BRANCHE_D19_SONSTIGE,0.03901979042142585
D19_LETZTER_KAUF_BRANCHE_D19_TECHNIK,0.007457110229678685
D19_LETZTER_KAUF_BRANCHE_D19_TELKO_MOBILE,0.016951013446952587
D19_LETZTER_KAUF_BRANCHE_D19_TELKO_REST,0.013382624388636003
D19_LETZTER_KAUF_BRANCHE_D19_TIERARTIKEL,0.0030508303099823554
D19_LETZTER_KAUF_BRANCHE_D19_UNBEKANNT,0.2819162039279169
D19_LETZTER_KAUF_BRANCHE_D19_VERSAND_REST,0.038592636316855625
D19_LETZTER_KAUF_BRANCHE_D19_VERSICHERUNGEN,0.05009723658291384
D19_LETZTER_KAUF_BRANCHE_D19_VOLLSORTIMENT,0.021727346918435333
D19_LETZTER_KAUF_BRANCHE_D19_WEIN_FEINKOST,0.0009983006968555586
